Price,Size,Bedrooms,Year_built,Age,Lot_size,Bathrooms,Distance_to_city_center,Garage
746000.0,2620,3,1992,34,8950,2.5,7.874186816525242,1
211000.0,1350,3,1941,85,7620,1.5,11.138109699397909,1
675000.0,2400,4,1964,62,3340,3.0,5.5605218826701455,1
734200.0,2760,4,1928,98,5000,2.5,10.693930967442018,0
1225000.0,3070,4,1976,50,16028,2.25,1.0,1
615000.0,2040,2,1919,107,28593,1.75,13.184307513125672,0
630000.0,1770,4,1911,115,6000,2.0,6.461141204714514,1
1264000.0,3490,4,2012,14,9170,3.75,5.936977948602397,1
301500.0,830,2,2005,21,1333,1.5,5.541882329606508,1
369000.0,980,2,2009,17,895,2.5,1.0,0
635000.0,1570,3,2010,16,1433,2.5,4.627584336487464,1
1033888.0,3270,4,2014,12,5187,3.25,7.1087377145352395,1
383000.0,2160,4,2010,16,6223,2.5,10.678282134224549,1
1050000.0,3280,4,2008,18,11000,3.75,5.645189345179058,1
455000.0,3360,4,2001,25,7685,2.5,4.111519191320437,1
819900.0,3150,5,2013,13,7119,2.75,4.918528869246391,1
625000.0,1810,3,2009,17,1846,3.5,8.115406353106223,1
651000.0,2740,4,1993,33,7140,2.5,7.414253328979053,1
480000.0,3830,5,1976,50,35000,4.75,10.410719388698883,1
757000.0,3190,3,2007,19,5283,3.25,7.596402299340068,1
460000.0,2350,3,1977,49,10450,2.25,7.381232648044121,0
267345.0,2510,4,1972,54,8165,2.25,9.538934971598668,0
530000.0,1680,2,2006,20,4950,2.0,3.883840718367943,1
449500.0,1770,3,1954,72,6610,2.0,5.339013560206696,1
289000.0,1090,3,1981,45,7315,1.0,5.286675540603527,0
373000.0,3001,5,2006,20,5710,2.5,1.7514551556036437,1
525000.0,2450,5,1994,32,4591,3.0,6.806560831193728,1
777000.0,3610,3,2003,23,59677,3.25,17.71856581653967,0
550000.0,2250,4,1956,70,7500,2.0,6.515340369927383,1
523000.0,1240,3,1957,69,7735,1.5,5.843238599874559,1
628000.0,2260,4,1958,68,6000,2.0,1.9538877738487574,0
581000.0,2090,4,1963,63,8164,1.75,5.370864031703922,1
245000.0,2020,5,1962,64,7902,1.75,5.552256450419692,1
415000.0,1960,3,1911,115,5000,1.75,3.5931681923351433,1
1895000.0,3120,5,1969,57,16672,2.25,7.850542865001973,1
225000.0,1250,3,1967,59,7500,1.5,7.712152570443616,0
287000.0,1490,3,1987,39,9600,2.25,12.57855770363159,0
799200.0,2890,6,1906,120,2370,3.0,5.997733438495517,0
239950.0,1900,3,1942,84,33888,1.0,12.550251172168293,1
591000.0,1680,3,1922,104,2400,1.75,5.256662252701499,1
700000.0,2030,3,1975,51,8398,2.5,1.0,1
475000.0,3740,4,2004,22,8700,2.5,6.660458373652349,1
575000.0,1580,3,1951,75,11750,1.75,7.530690629823079,1
771000.0,1780,3,1927,99,6120,2.25,13.613726337455859,0
155000.0,910,2,1943,83,6232,1.0,5.669317105656632,0
550000.0,3440,7,1970,56,8100,4.0,7.524642027000837,1
645000.0,1740,3,1975,51,13750,2.5,7.64586469088427,1
464000.0,3400,5,1959,67,8970,2.5,3.2879658871414046,1
1050000.0,4400,4,2003,23,16625,3.25,11.75346844354506,1
350000.0,2010,3,1977,49,14298,2.5,10.115399098060323,0
591000.0,2710,4,1977,49,38180,2.25,15.00909584112914,1
2555000.0,5300,4,1923,103,26211,2.5,7.514037635615784,0
717000.0,1310,3,1956,70,3880,1.5,9.984382932808298,1
225000.0,1950,4,1939,87,12559,1.5,3.306246811623157,1
225000.0,1040,3,1947,79,6535,1.0,8.067571281400811,0
345000.0,1090,3,1968,58,7200,1.75,13.011366877429936,1
230000.0,650,2,1931,95,5360,0.75,3.100391024607935,1
385000.0,1480,3,1943,83,6600,2.0,4.621106811191685,1
90000.0,790,2,1973,53,2640,1.0,5.826954095262924,1
860000.0,3560,4,1986,40,11119,2.5,5.713373037651403,0
675000.0,3000,4,2006,20,5548,2.5,1.4576097068016018,1
975000.0,3490,4,2000,26,7494,2.5,6.704488924418082,0
780000.0,2340,3,1967,59,10495,1.75,3.9120888588216856,1
370000.0,1650,3,1951,75,8254,1.75,8.071577291905545,1
665000.0,1940,3,1944,82,5820,2.0,3.4057272972985904,0
675000.0,3410,5,1968,58,9600,3.0,11.569803215052618,1
620000.0,1710,3,1909,117,4050,1.0,3.4602401229912894,1
1105000.0,2740,4,1905,121,4000,1.5,4.833815451382973,1
450000.0,1250,3,2010,16,892,2.75,7.6189516521090095,1
450000.0,2450,3,1978,48,42180,2.25,9.743407050698135,1
530000.0,1690,3,1958,68,8190,1.75,7.320379803812388,0
635000.0,1950,4,1969,57,13320,1.75,11.585428262847284,1
580000.0,2290,5,1964,62,7125,2.0,1.6025502963163172,1
1550000.0,3370,5,1982,44,17458,3.25,9.045501575596912,0
285000.0,1090,3,1973,53,8640,1.0,7.507648382745271,1
375000.0,1190,3,1953,73,9486,1.0,9.242668615331931,0
1400000.0,3530,5,2001,25,7924,4.25,2.8739478673657537,1
560000.0,1440,3,1910,116,5000,1.0,2.038630160747171,1
405000.0,2180,4,1956,70,13529,1.75,9.271624696850694,0
413000.0,1410,4,1925,101,6000,1.0,7.090954019699558,1
287600.0,1950,3,1990,36,8251,2.5,7.401678551037629,0
1680000.0,4860,5,1989,37,23723,3.25,10.783944628490927,1
225000.0,1660,3,1963,63,7210,1.0,4.401925835264528,1
319000.0,1390,3,1968,58,12823,1.0,8.26136109148301,1
322500.0,1350,3,1989,37,14200,2.0,8.719217419896044,1
570000.0,1530,3,1937,89,5401,2.0,3.9371457459208963,0
465000.0,1270,3,1950,76,5112,1.5,11.61972353343427,1
435000.0,2140,4,2002,24,6355,2.25,7.6924987627353625,0
502000.0,2040,4,2012,14,5616,2.5,2.5492895083920537,0
525000.0,2876,3,2007,19,5086,3.5,7.9868608259014895,1
525000.0,1580,3,2008,18,1161,2.5,2.3081549893180355,1
660000.0,3400,4,2012,14,5196,3.5,8.400453811227356,0
870000.0,3520,4,2006,20,6773,2.5,9.830386737022213,0
650000.0,2210,4,2013,13,4861,2.5,3.5101530449448686,1
505000.0,2790,4,2009,17,5602,2.5,9.010528387732965,1
330000.0,1450,3,2007,19,5008,2.5,7.2399427808094945,1
385000.0,1620,4,1947,79,4980,1.75,8.46218047998347,1
306000.0,1220,3,2007,19,1086,1.5,10.907578947961841,1
546000.0,2000,3,1921,105,5000,1.75,5.263835651991388,0
925000.0,2190,4,1958,68,7350,2.5,4.208791506927531,1
542000.0,1900,4,1955,71,8250,1.75,3.9814567111234305,1
800000.0,1700,3,1906,120,4400,1.0,3.432569145103685,1
620000.0,2540,5,1929,97,3832,2.5,5.535094871757687,1
175000.0,1170,2,1911,115,8925,1.0,7.808455924449932,1
740000.0,5774,5,1984,42,31675,5.0,12.165072397990057,1
345000.0,2120,3,1984,42,15003,2.25,10.482149747108071,1
510000.0,2170,3,1986,40,26460,1.75,10.33100567563372,1
530000.0,2450,4,1974,52,15002,2.75,12.36100223147195,1
155000.0,700,2,1952,74,5200,1.0,5.246029500286132,0
266000.0,1780,3,1986,40,7214,2.5,14.603307499768857,1
257200.0,1850,3,1952,74,8250,2.0,8.527002043295019,1
265000.0,1570,3,1998,28,5706,2.0,3.569727330751152,1
372220.0,1290,3,1951,75,5500,1.0,2.8873225058166625,0
337500.0,1700,5,1956,70,7314,2.0,7.910217245729555,1
582500.0,1159,2,1948,78,4800,1.5,5.289611644022447,0
489200.0,1850,3,1965,61,9600,2.75,9.062001482276276,0
405100.0,840,2,1947,79,3522,1.0,7.124112873720634,0
372977.0,1690,3,2014,12,1618,2.5,5.1051132620293815,1
310000.0,1050,3,1953,73,9876,1.0,4.434818845794785,0
538000.0,1400,3,1904,122,3825,1.75,1.2204583259424053,1
1400000.0,2550,3,1981,45,7200,2.5,5.1004551437989365,1
317000.0,1840,3,2012,14,5011,2.5,8.571396382970416,0
702500.0,2360,3,1926,100,6750,1.5,6.992281232390612,1
565000.0,2240,4,1989,37,14667,2.5,4.196183663864035,0
723000.0,2700,4,2004,22,4004,2.5,6.320342777553545,1
766950.0,3030,3,1992,34,30007,2.5,12.15735213918651,0
682000.0,1830,3,1903,123,5120,1.75,3.372427691396601,1
325000.0,2220,3,1990,36,6049,2.5,6.670975317836583,1
543000.0,2090,3,1962,64,7640,2.5,6.702626155338,1
525000.0,1600,3,1924,102,6120,1.75,2.795089106508131,0
364000.0,2010,4,1957,69,8625,1.75,7.79836208104485,1
394475.0,830,2,1955,71,4000,1.0,7.482353579104704,1
316000.0,2010,4,1995,31,7226,2.5,9.694353729525831,1
339950.0,1050,3,1906,120,5402,1.0,9.241806156104708,1
486000.0,2150,4,1978,48,39449,2.5,8.756791896128728,1
160000.0,860,3,1963,63,11900,1.0,4.566524880254631,1
930000.0,3100,3,1954,72,20553,2.5,10.65570580162598,1
139000.0,1100,3,1978,48,17334,1.0,10.008157852736625,1
562000.0,1830,3,1957,69,8000,1.5,8.145143058918144,1
299000.0,1250,2,1950,76,34395,1.75,23.437194471964162,1
511000.0,1820,3,2005,21,4883,2.5,7.689271532079501,0
499000.0,2090,3,1959,67,42689,2.0,16.9444969205418,1
356000.0,2100,3,1980,46,12384,3.5,10.338805290479607,1
470000.0,2310,4,1991,35,14023,2.5,9.758773753917394,1
715000.0,2060,4,1941,85,5649,2.25,5.183992266078962,0
1120000.0,4470,4,1988,38,60373,2.25,19.3515076614798,0
458000.0,1660,3,1940,86,7500,1.0,4.181524356387285,0
966000.0,3810,5,2008,18,8019,4.5,5.893344179779973,1
305495.0,2110,3,1966,60,10200,1.75,5.58390935651269,1
543000.0,2370,2,1992,34,217800,2.0,48.80562241815897,1
340000.0,1970,3,1997,29,3716,2.25,12.687175700020525,1
633100.0,2470,4,1993,33,33305,2.5,6.059204422224756,1
310000.0,1480,3,1952,74,7830,1.0,8.62478057112354,0
349950.0,2257,5,2005,21,10117,3.0,2.1852523864310456,0
267800.0,700,2,1949,77,6000,1.0,4.784204402631699,0
234000.0,1630,4,1975,51,9010,2.0,10.068851790902098,1
740000.0,3430,4,2000,26,10157,2.5,7.224240057286388,1
607500.0,2220,5,1923,103,6000,1.75,2.9667656662120816,1
223000.0,1340,3,1973,53,7473,1.75,4.348688872220095,1
400000.0,980,2,1918,108,2130,1.0,7.464793246804028,0
802000.0,2580,3,1986,40,13096,2.5,5.42810010484859,1
253000.0,2230,4,2006,20,4541,2.5,6.557575768745925,1
1058000.0,2290,4,1955,71,11137,2.0,7.364115519711441,1
300000.0,1260,3,1946,80,8280,1.0,4.701198957182548,0
625000.0,1680,4,1966,60,11180,2.75,13.667832267975978,0
707000.0,3200,4,2004,22,7081,3.25,8.317957066954033,1
950000.0,3320,4,1995,31,7644,2.5,1.0,0
420000.0,3040,4,1999,27,24123,2.5,10.383962944308283,1
498000.0,2270,4,1973,53,7375,2.75,4.489640605694836,1
450000.0,2910,3,1989,37,17172,2.5,10.991700004388672,0
955000.0,2510,5,1972,54,9887,2.25,4.599837784701898,1
215000.0,1240,2,1967,59,7200,1.0,6.095790675599303,0
437000.0,2580,3,2008,18,5200,2.75,7.554961836941372,1
773000.0,2470,3,2007,19,3600,2.75,8.317265582510364,0
1222500.0,4910,4,2007,19,9444,3.5,3.2879107788326714,1
256883.0,1690,3,2003,23,5025,2.5,5.001496292477155,0
592500.0,2240,4,1983,43,12032,2.5,5.981564066517131,1
252350.0,1650,3,1979,47,7352,2.0,4.510412302278864,0
370000.0,2710,4,1998,28,5880,2.5,11.472362720843291,1
465750.0,1260,3,1959,67,10350,1.5,8.284945132882868,1
185000.0,1150,3,1932,94,8100,1.0,2.8373481369948648,1
582800.0,2550,4,1986,40,7636,2.75,9.280785841164327,1
245000.0,1490,3,1990,36,6930,1.75,12.7524685910379,1
302000.0,2020,4,1963,63,7865,1.75,9.67039578165344,0
451555.0,1320,2,1912,114,4520,1.0,1.3458901021379592,0
250000.0,1230,3,1957,69,10350,1.0,5.617297781401247,0
255000.0,2070,4,1989,37,7800,2.5,10.36073344755987,1
840000.0,2930,4,1947,79,11562,1.75,5.189391603143658,1
190000.0,1090,3,1967,59,8520,1.0,8.035458284438684,1
349950.0,1400,3,1957,69,7066,1.0,8.73710216028801,1
613000.0,1550,4,1909,117,4815,2.0,3.182208585265751,1
300000.0,1220,3,1955,71,13000,1.0,7.4214239318146,1
455000.0,1870,3,1980,46,7344,2.5,1.0,1
335000.0,2150,3,1991,35,30476,2.25,8.02203707599713,1
197500.0,980,3,1903,123,3090,1.0,4.860295545820519,1
412500.0,1490,3,1963,63,8475,1.5,2.951650454105452,1
395300.0,1120,3,1955,71,7000,1.5,11.297233911794907,1
342400.0,1180,3,1986,40,9630,2.25,2.635575866118102,0
749400.0,3240,4,1985,41,20301,2.5,7.740066539909049,0
316500.0,2150,4,1991,35,6807,2.5,6.753621731858273,1
390000.0,2240,3,1996,30,10800,2.5,11.483819867198346,1
225000.0,1400,3,1979,47,7384,2.0,2.1692135464616813,0
550000.0,1980,3,1980,46,40887,2.25,16.66689125646488,0
280000.0,1330,3,1959,67,20562,1.0,9.143099183058762,0
1255000.0,3200,4,2006,20,7535,2.5,3.562474046856147,1
575000.0,1490,2,1946,80,6000,1.0,7.586310422789812,0
1000000.0,3920,5,1990,36,16258,4.25,8.848779086720409,1
585000.0,2000,5,1921,105,3750,1.75,3.949349368523616,1
620000.0,2680,4,1989,37,9185,2.5,7.046406254970057,1
204700.0,1670,4,1967,59,9987,2.0,5.841459209414719,1
695000.0,3150,4,2001,25,9130,3.0,7.166552035753744,1
689900.0,2740,4,2003,23,7266,3.25,8.43959202356314,1
375000.0,1890,4,1960,66,8000,1.75,11.358050448436057,1
475000.0,2870,7,1961,65,29699,3.5,7.226353503519453,1
215000.0,1160,3,1969,57,10384,1.0,13.4759001239688,1
2100000.0,3550,4,1962,64,19865,1.75,3.1167366014324935,1
790000.0,1790,3,1940,86,6117,1.75,5.76804471489325,1
350000.0,1680,3,1940,86,250470,1.75,50.0,1
695000.0,4560,3,1986,40,17622,2.5,9.367375603205097,0
263000.0,1590,3,1991,35,7748,2.25,4.681501440538218,0
400000.0,1630,3,1953,73,10304,1.0,6.436433248928175,1
525000.0,2700,3,1991,35,7434,2.5,5.0077971960235015,1
349950.0,1700,3,1994,32,7496,2.5,4.731105729167366,1
1085000.0,3740,4,1988,38,12080,3.25,9.964806291063073,0
744000.0,1980,4,1941,85,5352,3.0,7.141446457895142,1
312500.0,880,2,1919,107,6345,1.0,4.190271214218038,1
240000.0,1400,3,1948,78,6200,2.0,8.938799626299753,1
495000.0,2050,4,1941,85,4000,2.0,6.7218985626298275,1
580050.0,2360,3,1996,30,4638,2.5,8.36618635651688,0
640000.0,2560,4,1947,79,7798,2.0,8.448486525770836,0
417000.0,1340,3,1956,70,10224,1.5,4.557814967233783,1
174950.0,1060,3,1970,56,5200,1.0,4.359456879409091,1
295000.0,850,3,1986,40,2500,1.5,7.741880815369786,1
423000.0,1880,4,1976,50,7303,1.75,8.291710796300395,1
839000.0,1230,3,1955,71,12305,1.0,7.398295218107556,1
343000.0,2290,4,1960,66,10290,1.75,7.409982149926345,1
467000.0,1660,3,1946,80,6582,1.0,10.149394687365275,1
512500.0,1840,3,1997,29,2875,2.5,3.8002858334925103,1
575000.0,3020,4,1979,47,17810,2.5,10.203292143510113,0
465000.0,1410,3,1924,102,6886,1.75,5.770622042698318,1
270000.0,1010,3,1969,57,9514,1.0,6.249756390318339,0
340000.0,1960,3,1948,78,8136,1.75,9.92353055596157,0
765000.0,3580,5,1999,27,14275,3.75,10.33124904696409,1
497000.0,2240,4,1995,31,7200,2.5,8.880528908001915,1
803100.0,3310,4,2004,22,5404,2.5,9.997236421462986,1
344000.0,1232,3,2007,19,1130,2.5,5.289011524898277,0
828950.0,3930,4,2013,13,5680,3.5,8.181858913884891,1
386380.0,1720,3,2010,16,3600,2.5,4.789199730219631,0
312000.0,1490,3,2009,17,974,2.25,6.167299057465327,1
720000.0,3150,3,2007,19,151588,2.5,34.92717083689695,1
914500.0,3950,4,2013,13,10856,2.5,7.462187894978154,0
819995.0,3030,5,2013,13,10335,2.75,8.85247107631074,1
252700.0,1070,2,1985,41,9643,1.5,4.473937950299582,0
437500.0,2320,3,1992,34,36847,2.5,18.64656182705638,0
350000.0,700,1,1942,84,5100,1.0,3.0019478555008936,0
619000.0,2720,3,2005,21,6439,2.5,2.6452341616368034,0
408200.0,1800,3,1990,36,5761,2.5,9.626532620500203,0
451000.0,1560,3,1926,100,4049,1.75,8.184788081888808,1
317000.0,1760,3,1977,49,11410,2.0,9.154359451156466,0
799000.0,3120,4,2005,21,5000,3.25,7.88503652779284,1
720000.0,2020,2,1947,79,7200,1.0,6.4032596814592555,0
490000.0,1450,3,1900,126,2400,2.0,2.788236885542506,1
239900.0,1860,4,1979,47,7000,2.25,6.627413674581179,1
446000.0,2270,4,1977,49,7800,2.25,4.5285148654636656,0
275000.0,1480,3,1987,39,15639,2.5,11.053159200253255,0
239950.0,1460,5,1941,85,6032,1.0,5.765227855493585,1
248000.0,1850,4,1986,40,6519,3.5,3.827308409622465,1
619500.0,2170,3,2003,23,5000,2.5,5.03584247504102,1
363750.0,1726,3,1982,44,197326,1.75,45.703994362826876,0
385000.0,1180,3,1981,45,10541,1.75,5.417026341588076,0
370000.0,1370,4,1972,54,9957,1.5,4.524738813300706,1
425000.0,2670,3,1988,38,13218,2.5,8.374661634475737,1
342000.0,1260,3,1944,82,6826,1.0,7.100099713326168,1
345000.0,1980,4,1962,64,7991,1.0,5.077370473886611,1
724800.0,2050,3,1926,100,3933,2.0,4.373485083145032,0
725000.0,2830,5,2006,20,5310,2.75,6.758149812072909,1
605000.0,910,2,1909,117,3600,1.0,1.3757469755080276,1
350000.0,2440,4,2009,17,4000,2.5,1.5776086768703346,1
785000.0,2180,3,1904,122,5440,2.0,3.932667336242692,1
250000.0,1900,3,1966,60,6660,2.0,5.691658544864458,0
565000.0,1520,3,2013,13,1221,2.25,6.176922696794014,1
875000.0,2220,3,1947,79,6641,2.0,10.754268650848655,1
862500.0,3280,4,1996,30,24440,2.75,12.460978869606059,1
400000.0,2740,3,1973,53,83199,2.5,21.15998441010972,0
282613.0,830,2,1954,72,6017,1.0,6.146351376291934,0
174500.0,1010,2,1955,71,5200,1.0,3.0324119060865735,0
306500.0,2060,3,1978,48,38377,2.25,12.61986059202283,1
445000.0,1990,3,1984,42,7340,2.25,5.602024083239585,1
433000.0,2280,4,2001,25,7568,2.5,7.481755681014269,1
306000.0,1870,3,2005,21,5874,2.5,3.6931071693430315,0
620000.0,1720,3,1921,105,4000,2.25,7.358039542723517,1
245000.0,870,2,1941,85,6150,1.0,10.828216739007733,0
238000.0,1020,3,2004,22,1204,2.0,4.914519554629427,0
523000.0,1260,3,1931,95,3135,1.5,6.832135166296824,0
522500.0,2370,3,2003,23,7875,2.5,8.645431975133338,1
180000.0,1000,3,1940,86,18513,1.0,7.498938584342492,1
375000.0,1100,3,2007,19,1751,1.5,6.02247744543125,1
249000.0,1440,3,1982,44,7673,2.25,6.572377202345384,0
730100.0,3120,4,2003,23,14300,2.5,8.153028295646495,0
551000.0,2260,2,1990,36,9604,2.0,4.6017706484336,1
375000.0,2790,4,2005,21,7956,2.5,6.664730522776828,1
540000.0,1140,1,1920,106,6700,1.0,7.83399487373635,0
605000.0,1290,3,1987,39,2500,2.25,9.853430823385125,0
205000.0,1730,5,1978,48,5200,1.75,8.91781247825562,1
645000.0,3160,4,1983,43,11380,2.5,13.735547372534668,1
314000.0,2340,4,2003,23,8990,2.5,4.495957311335852,1
330000.0,1170,3,1960,66,4950,1.5,8.606961910162035,1
490000.0,1160,2,1937,89,5000,1.0,6.550026017215055,0
445000.0,1970,3,2010,16,24318,3.0,16.433008799653017,0
2000000.0,6490,5,1991,35,10862,4.25,4.7475051439345455,1
377500.0,1410,3,2005,21,1377,2.25,2.7562344734576723,1
480000.0,2430,4,2009,17,5000,2.5,4.201822063667933,0
804995.0,3360,5,2014,12,5402,1.5,1.0,1
341000.0,1480,3,2012,14,1663,2.5,3.755334934957717,1
675000.0,3200,5,2009,17,6455,2.5,4.013602015338907,1
611000.0,2134,3,2008,18,1984,2.5,5.847981359428623,1
379950.0,1860,3,2007,19,1787,3.25,6.382667927331479,0
1270000.0,5520,4,2008,18,8313,3.0,12.291112517647658,1
500000.0,1310,2,2006,20,1500,2.5,8.15127151455815,1
410000.0,1700,3,1944,82,4250,2.0,4.119289033012791,1
415000.0,2480,3,1986,40,8342,2.5,3.9731559859549264,1
297000.0,1970,5,1994,32,8605,2.5,8.196757514519517,1
575550.0,2060,4,1985,41,7475,2.5,2.534300378938074,1
534640.0,2130,3,1994,32,3500,2.5,11.19437629756306,0
352500.0,1410,3,1987,39,14110,2.25,11.360320362163861,1
488000.0,1360,2,1944,82,4688,2.0,4.530073043685885,1
732000.0,1940,3,1954,72,55756,2.0,11.011796412727367,1
215000.0,1610,2,1979,47,2040,2.25,9.469617122496238,0
592500.0,1420,2,1928,98,9191,2.0,6.494580464242147,1
290000.0,1700,4,1988,38,7280,2.5,10.169448935920386,1
475000.0,1490,2,1929,97,3825,1.0,1.0,0
320000.0,2680,3,1990,36,7757,2.5,4.753274931138682,1
1216000.0,3190,4,1967,59,8684,2.5,6.752531099154549,1
290000.0,2120,5,1962,64,7700,1.5,6.6809417812942264,1
487250.0,1690,4,1901,125,3250,2.0,4.29980358556227,1
339000.0,1830,4,2003,23,8601,2.5,8.588749797042496,1
440000.0,1010,2,1906,120,1968,1.5,2.190738711852217,0
366500.0,2070,4,1945,81,9300,2.75,6.43286154493612,1
462000.0,1710,3,1928,98,4500,1.5,6.260886895135697,1
560000.0,1660,4,1945,81,4690,1.0,7.481316502176247,1
285000.0,2080,4,1955,71,13629,1.75,9.86064463426667,1
280000.0,1270,3,1993,33,9675,2.5,3.561073724486393,1
210000.0,1080,3,1942,84,21043,1.0,4.606257487793133,0
690000.0,1610,3,1940,86,5100,2.0,9.853030465695527,0
256500.0,1120,2,1980,46,9912,1.0,7.9793420359387754,0
411000.0,2500,4,1966,60,5257,2.75,3.8059403903303393,1
215000.0,970,3,1970,56,7275,1.0,11.108455926567569,1
762000.0,3370,5,1907,119,5000,2.0,6.3470239028785755,1
359950.0,1290,3,1960,66,189486,1.0,46.43509155219148,0
480000.0,3370,4,2005,21,435600,3.5,50.0,1
1405000.0,3410,4,2008,18,10769,3.5,13.336043774645962,1
390000.0,2490,4,1999,27,8290,2.5,11.924022527329612,0
413500.0,770,2,1924,102,4000,1.0,5.0531075545627795,0
285000.0,810,1,1982,44,3211,1.5,8.556912852863066,0
475000.0,3060,4,1968,58,10043,2.5,8.944727848755441,1
386591.0,1690,3,2014,12,1613,2.5,9.428494672597045,0
524950.0,1890,3,1974,52,3825,1.75,2.8702296182596863,0
241000.0,1470,2,2005,21,3128,2.0,7.683754379995318,1
461000.0,1060,2,1926,100,7193,1.0,9.613873460548763,0
810000.0,3480,4,1988,38,59242,2.5,11.572181540730655,1
885000.0,2730,4,1921,105,3560,2.75,2.1622244620026745,0
247000.0,1580,3,1986,40,7941,2.25,1.0,1
296500.0,2170,3,1978,48,7900,2.75,5.771779496666326,1
141800.0,930,2,1942,84,4743,1.0,8.101226767387887,1
